ADM2_CODE;ADM2_NAME;ADM1_CODE;ADM1_NAME;ADM0_CODE;ADM0_NAME
487;Aghdash;147298;Aran;19;Azerbaijan
488;Aghdam;147306;Yukhari Garabakh;19;Azerbaijan
489;Agdjabedi;147298;Aran;19;Azerbaijan
490;Aghstafa;147300;Ganja-Gazakh;19;Azerbaijan
491;Aghsu;147299;Daghlig Shirvan;19;Azerbaijan
492;Shirvan;147298;Aran;19;Azerbaijan
493;Absheron;147297;Absheron;19;Azerbaijan
494;Astara;147303;Lankaran;19;Azerbaijan
495;Baku;147297;Absheron;19;Azerbaijan
496;Barda;147298;Aran;19;Azerbaijan
498;Beilagan;147298;Aran;19;Azerbaijan
499;Balaken;147305;Shaki-Zaqatala;19;Azerbaijan
500;Bilasuvar;147298;Aran;19;Azerbaijan
501;Shahbuz;147304;Nakhchivan;19;Azerbaijan
502;Shamkir;147300;Ganja-Gazakh;19;Azerbaijan
503;Sheki;147305;Shaki-Zaqatala;19;Azerbaijan
504;Shamakhi;147299;Daghlig Shirvan;19;Azerbaijan
506;Dashkesan;147300;Ganja-Gazakh;19;Azerbaijan
507;Shabran;147301;Guba-Khachmaz;19;Azerbaijan
508;Jalilabad;147303;Lankaran;19;Azerbaijan
509;Jebrail;147306;Yukhari Garabakh;19;Azerbaijan
513;Fuzuli;147306;Yukhari Garabakh;19;Azerbaijan
514;Gabala;147305;Shaki-Zaqatala;19;Azerbaijan
515;Gakh;147305;Shaki-Zaqatala;19;Azerbaijan
516;Ganja;147300;Ganja-Gazakh;19;Azerbaijan
517;Goychay;147298;Aran;19;Azerbaijan
519;Gobustan;147299;Daghlig Shirvan;19;Azerbaijan
520;Gusar;147301;Guba-Khachmaz;19;Azerbaijan
521;Imishli;147298;Aran;19;Azerbaijan
522;Ismailli;147299;Daghlig Shirvan;19;Azerbaijan
523;Gazakh;147300;Ganja-Gazakh;19;Azerbaijan
524;Gadabey;147300;Ganja-Gazakh;19;Azerbaijan
526;Hajigabul;147298;Aran;19;Azerbaijan
527;Goygol;147300;Ganja-Gazakh;19;Azerbaijan
528;Khachmaz;147301;Guba-Khachmaz;19;Azerbaijan
529;Khizi;147297;Absheron;19;Azerbaijan
530;Guba;147301;Guba-Khachmaz;19;Azerbaijan
531;Gubadli;147302;Kalbajar-Lachin;19;Azerbaijan
532;Kyurdamir;147298;Aran;19;Azerbaijan
534;Administrative unit not available;147307;Administrative unit not available;19;Azerbaijan
535;Lachin;147302;Kalbajar-Lachin;19;Azerbaijan
536;Lenkeran;147303;Lankaran;19;Azerbaijan
537;Lerik;147303;Lankaran;19;Azerbaijan
538;Masalli;147303;Lankaran;19;Azerbaijan
539;Mingechevir;147298;Aran;19;Azerbaijan
540;Naftalan;147300;Ganja-Gazakh;19;Azerbaijan
541;Nakhchivan;147304;Nakhchivan;19;Azerbaijan
542;Neftchala;147298;Aran;19;Azerbaijan
543;Oghuz;147305;Shaki-Zaqatala;19;Azerbaijan
546;Saatli;147298;Aran;19;Azerbaijan
547;Sabirabad;147298;Aran;19;Azerbaijan
548;Salyan;147298;Aran;19;Azerbaijan
550;Sederek;147304;Nakhchivan;19;Azerbaijan
551;Siazan;147301;Guba-Khachmaz;19;Azerbaijan
552;Sumgayit;147297;Absheron;19;Azerbaijan
554;Tovuz;147300;Ganja-Gazakh;19;Azerbaijan
555;Ujar;147298;Aran;19;Azerbaijan
556;Yardimli;147303;Lankaran;19;Azerbaijan
558;Zagatala;147305;Shaki-Zaqatala;19;Azerbaijan
559;Zangilan;147302;Kalbajar-Lachin;19;Azerbaijan
560;Zardab;147298;Aran;19;Azerbaijan
1379;Bakel;1377;Tambacounda;217;Senegal
1380;Birkilane;1378;Kaffrine;217;Senegal
1381;Bounkiling;1376;Sedhiou;217;Senegal
1382;Dakar;2636;Dakar;217;Senegal
1383;Gossas;47586;Fatick;217;Senegal
1384;Goudiry;1377;Tambacounda;217;Senegal
1394;Goudomp;1376;Sedhiou;217;Senegal
1395;Guinguineo;1373;Kaolack;217;Senegal
1396;Kaffrine;1378;Kaffrine;217;Senegal
1397;Kedougou;1374;Kedougou;217;Senegal
1408;Kolda;1375;Kolda;217;Senegal
1486;Koungueul;1378;Kaffrine;217;Senegal
1488;Koupentoum;1377;Tambacounda;217;Senegal
1497;Maleme hodar;1378;Kaffrine;217;Senegal
1499;Medina yoro foula;1375;Kolda;217;Senegal
1510;Salemata;1374;Kedougou;217;Senegal
1538;Saraya;1374;Kedougou;217;Senegal
1609;Sedhiou;1376;Sedhiou;217;Senegal
1649;Tambacounda;1377;Tambacounda;217;Senegal
3448;Eshkmesh;272;Badakhshan;1;Afghanistan
3452;Koran wa Monjan;272;Badakhshan;1;Afghanistan
3454;Shahr-e-Buzorg;272;Badakhshan;1;Afghanistan
3455;Shighnan;272;Badakhshan;1;Afghanistan
3456;Wakhan;272;Badakhshan;1;Afghanistan
3457;Zebak;272;Badakhshan;1;Afghanistan
3459;Ghormach;273;Badghis;1;Afghanistan
3460;Jawand;273;Badghis;1;Afghanistan
3462;Balamurghab;273;Badghis;1;Afghanistan
3468;Burka;274;Baghlan;1;Afghanistan
3469;Dahana-e-Ghori;274;Baghlan;1;Afghanistan
3470;Doshi;274;Baghlan;1;Afghanistan
3472;Khenjan;274;Baghlan;1;Afghanistan
3475;Pul-e- khumri;274;Baghlan;1;Afghanistan
3476;Tala Wa barfak;274;Baghlan;1;Afghanistan
3477;Balkh;275;Balkh;1;Afghanistan
3478;Charbulak;275;Balkh;1;Afghanistan
3479;Charkent;275;Balkh;1;Afghanistan
3480;Chemtal;275;Balkh;1;Afghanistan
3481;Dawlatabad;275;Balkh;1;Afghanistan
3482;Dehdadi;275;Balkh;1;Afghanistan
3486;Marmul;275;Balkh;1;Afghanistan
3487;Mazar-e-Sharif;275;Balkh;1;Afghanistan
3488;Nahr-e- Shahi;275;Balkh;1;Afghanistan
3489;Sholgareh;275;Balkh;1;Afghanistan
3490;Shortepa;275;Balkh;1;Afghanistan
3491;Bamyan;276;Bamyan;1;Afghanistan
3493;Shibar;276;Bamyan;1;Afghanistan
3495;Yakawlang;276;Bamyan;1;Afghanistan
3496;Anardara;277;Farah;1;Afghanistan
3497;Bakwa;277;Farah;1;Afghanistan
3498;Balabuluk;277;Farah;1;Afghanistan
3499;Farah;277;Farah;1;Afghanistan
3500;Gulestan;277;Farah;1;Afghanistan
3501;Khak-e-Safed;277;Farah;1;Afghanistan
3502;Lash-e-Juwayn;277;Farah;1;Afghanistan
3503;Purchaman;277;Farah;1;Afghanistan
3504;Pushtrod;277;Farah;1;Afghanistan
3505;Qala-e-Kah;277;Farah;1;Afghanistan
3506;Shibkoh;277;Farah;1;Afghanistan
3507;Almar;278;Faryab;1;Afghanistan
3508;Qorghan;278;Faryab;1;Afghanistan
3510;Dawlatabad;278;Faryab;1;Afghanistan
3511;Khan-e-Char Bagh;278;Faryab;1;Afghanistan
3513;Kohestan;278;Faryab;1;Afghanistan
3517;Qaysar;278;Faryab;1;Afghanistan
3518;Shirintagab;278;Faryab;1;Afghanistan
3519;Abband;279;Ghazni;1;Afghanistan
3520;Ajrestan;279;Ghazni;1;Afghanistan
3521;Andar;279;Ghazni;1;Afghanistan
3523;Dehyak;279;Ghazni;1;Afghanistan
3524;Gelan;279;Ghazni;1;Afghanistan
3525;Ghazni;279;Ghazni;1;Afghanistan
3526;Giro;279;Ghazni;1;Afghanistan
3528;Jaghuri;279;Ghazni;1;Afghanistan
3529;Malestan;279;Ghazni;1;Afghanistan
3530;Muqur;279;Ghazni;1;Afghanistan
3532;Nawur;279;Ghazni;1;Afghanistan
3533;Qarabagh;279;Ghazni;1;Afghanistan
3534;Zanakhan;279;Ghazni;1;Afghanistan
3536;Lal Wa Sarjangal;280;Ghor;1;Afghanistan
3537;Pasaband;280;Ghor;1;Afghanistan
3538;Saghar;280;Ghor;1;Afghanistan
3540;Taywarah;280;Ghor;1;Afghanistan
3541;Tolak;280;Ghor;1;Afghanistan
3542;Baghran;281;Hilmand;1;Afghanistan
3543;Deh-e-shu;281;Hilmand;1;Afghanistan
3544;Garmser;281;Hilmand;1;Afghanistan
3545;Kajaki;281;Hilmand;1;Afghanistan
3546;Lashkargah;281;Hilmand;1;Afghanistan
3547;Musaqalah;281;Hilmand;1;Afghanistan
3548;Nad-e-Ali;281;Hilmand;1;Afghanistan
3549;Nahr-e-Saraj;281;Hilmand;1;Afghanistan
3550;Nawzad;281;Hilmand;1;Afghanistan
3551;Nawa-e-Barakzaiy;281;Hilmand;1;Afghanistan
3552;Reg;281;Hilmand;1;Afghanistan
3553;Sangin;281;Hilmand;1;Afghanistan
3554;Washer;281;Hilmand;1;Afghanistan
3556;Chisht-e-Sharif;282;Hirat;1;Afghanistan
3557;Farsi;282;Hirat;1;Afghanistan
3559;Gulran;282;Hirat;1;Afghanistan
3561;Herat;282;Hirat;1;Afghanistan
3562;Injil;282;Hirat;1;Afghanistan
3563;Karukh;282;Hirat;1;Afghanistan
3565;Kushk;282;Hirat;1;Afghanistan
3567;Obe;282;Hirat;1;Afghanistan
3568;Pashtunzarghun;282;Hirat;1;Afghanistan
3569;Shindand;282;Hirat;1;Afghanistan
3570;Zindajan;282;Hirat;1;Afghanistan
3574;Khamyab;283;Jawzjan;1;Afghanistan
3575;Khwajadukoh;283;Jawzjan;1;Afghanistan
3576;Mardyan;283;Jawzjan;1;Afghanistan
3577;Mingajik;283;Jawzjan;1;Afghanistan
3578;Qarqin;283;Jawzjan;1;Afghanistan
3579;Shiberghan;283;Jawzjan;1;Afghanistan
3580;Bagrami;284;Kabul;1;Afghanistan
3581;Chaharasyab;284;Kabul;1;Afghanistan
3582;Dehsabz;284;Kabul;1;Afghanistan
3583;Farza;284;Kabul;1;Afghanistan
3584;Estalef;284;Kabul;1;Afghanistan
3585;Kabul;284;Kabul;1;Afghanistan
3586;Kalakan;284;Kabul;1;Afghanistan
3587;Khak-e- Jabbar;284;Kabul;1;Afghanistan
3588;Mirbachakot;284;Kabul;1;Afghanistan
3589;Musayi;284;Kabul;1;Afghanistan
3590;Paghman;284;Kabul;1;Afghanistan
3591;Qarabagh;284;Kabul;1;Afghanistan
3593;Surobi;284;Kabul;1;Afghanistan
3594;Arghandab;285;Kandahar;1;Afghanistan
3595;Arghestan;285;Kandahar;1;Afghanistan
3596;Daman;285;Kandahar;1;Afghanistan
3597;Ghorak;285;Kandahar;1;Afghanistan
3598;Kandahar;285;Kandahar;1;Afghanistan
3599;Khakrez;285;Kandahar;1;Afghanistan
3600;Maruf;285;Kandahar;1;Afghanistan
3601;Maywand;285;Kandahar;1;Afghanistan
3603;Reg;285;Kandahar;1;Afghanistan
3605;Shorabak;285;Kandahar;1;Afghanistan
3606;Spinboldak;285;Kandahar;1;Afghanistan
3607;Alasay;286;Kapisa;1;Afghanistan
3608;Kohband;286;Kapisa;1;Afghanistan
3610;Mahmud-e- Raqi;286;Kapisa;1;Afghanistan
3611;Nejrab;286;Kapisa;1;Afghanistan
3612;Tagab;286;Kapisa;1;Afghanistan
3613;Bak;287;Khost;1;Afghanistan
3614;Gurbuz;287;Khost;1;Afghanistan
3615;Jajimaydan;287;Khost;1;Afghanistan
3616;Khost(Matun);287;Khost;1;Afghanistan
3617;Mandozayi;287;Khost;1;Afghanistan
3619;Nadirshahkot;287;Khost;1;Afghanistan
3620;Qalandar;287;Khost;1;Afghanistan
3621;Sabari;287;Khost;1;Afghanistan
3622;Spera;287;Khost;1;Afghanistan
3623;Tani;287;Khost;1;Afghanistan
3624;Terezayi;287;Khost;1;Afghanistan
3627;Chapadara;288;Kunar;1;Afghanistan
3628;Chawkay;288;Kunar;1;Afghanistan
3629;Dangam;288;Kunar;1;Afghanistan
3630;Khaskunar;288;Kunar;1;Afghanistan
3631;Marawara;288;Kunar;1;Afghanistan
3632;Narang;288;Kunar;1;Afghanistan
3633;Nari;288;Kunar;1;Afghanistan
3634;Nurgal;288;Kunar;1;Afghanistan
3635;Dara-e-Pech;288;Kunar;1;Afghanistan
3636;Sarkani;288;Kunar;1;Afghanistan
3637;Aliabad;289;Kunduz;1;Afghanistan
3638;Dasht-e-Archi;289;Kunduz;1;Afghanistan
3639;Chardarah;289;Kunduz;1;Afghanistan
3640;Emamsaheb;289;Kunduz;1;Afghanistan
3641;Khanabad;289;Kunduz;1;Afghanistan
3642;Kunduz;289;Kunduz;1;Afghanistan
3643;Qala-e-Zal;289;Kunduz;1;Afghanistan
3644;Alingar;290;Laghman;1;Afghanistan
3645;Alishang;290;Laghman;1;Afghanistan
3646;Dawlatshah;290;Laghman;1;Afghanistan
3647;Mehtarlam;290;Laghman;1;Afghanistan
3648;Qarghayi;290;Laghman;1;Afghanistan
3649;Barakibarak;291;Logar;1;Afghanistan
3651;Khoshi;291;Logar;1;Afghanistan
3652;Mohammadagha;291;Logar;1;Afghanistan
3653;Pul-e- Alam;291;Logar;1;Afghanistan
3654;Achin;292;Nangarhar;1;Afghanistan
3655;Batikot;292;Nangarhar;1;Afghanistan
3656;Chaparhar;292;Nangarhar;1;Afghanistan
3657;Dara-e-Nur;292;Nangarhar;1;Afghanistan
3658;Dehbala;292;Nangarhar;1;Afghanistan
3659;Durbaba;292;Nangarhar;1;Afghanistan
3660;Goshta;292;Nangarhar;1;Afghanistan
3661;Hesarak;292;Nangarhar;1;Afghanistan
3663;Kama;292;Nangarhar;1;Afghanistan
3664;Khogyani;292;Nangarhar;1;Afghanistan
3665;Kuzkunar;292;Nangarhar;1;Afghanistan
3666;Lalpur;292;Nangarhar;1;Afghanistan
3667;Muhmand Dara;292;Nangarhar;1;Afghanistan
3668;Nazyan;292;Nangarhar;1;Afghanistan
3669;Pachieragam;292;Nangarhar;1;Afghanistan
3671;Sherzad;292;Nangarhar;1;Afghanistan
3672;Shinwar;292;Nangarhar;1;Afghanistan
3673;Surkhrod;292;Nangarhar;1;Afghanistan
3674;Charburjak;293;Nimroz;1;Afghanistan
3675;Chakhansur;293;Nimroz;1;Afghanistan
3676;Kang;293;Nimroz;1;Afghanistan
3677;Khashrod;293;Nimroz;1;Afghanistan
3678;Zaranj;293;Nimroz;1;Afghanistan
3679;Barg-e- Matal;294;Nuristan;1;Afghanistan
3680;Kamdesh;294;Nuristan;1;Afghanistan
3682;Nurgeram;294;Nuristan;1;Afghanistan
3684;Waygal;294;Nuristan;1;Afghanistan
3685;Bermel;295;Paktika;1;Afghanistan
3686;Dila;295;Paktika;1;Afghanistan
3687;Gyan;295;Paktika;1;Afghanistan
3688;Gomal;295;Paktika;1;Afghanistan
3689;Matakhan;295;Paktika;1;Afghanistan
3690;Naka;295;Paktika;1;Afghanistan
3691;Omna;295;Paktika;1;Afghanistan
3692;Sarrawzah(Sarhawzah);295;Paktika;1;Afghanistan
3693;Sarobi;295;Paktika;1;Afghanistan
3695;Urgun;295;Paktika;1;Afghanistan
3697;Wormamay;295;Paktika;1;Afghanistan
3699;Ziruk;295;Paktika;1;Afghanistan
3700;Azra;291;Logar;1;Afghanistan
3701;Chamkani;296;Paktya;1;Afghanistan
3702;Dand wa Patan;296;Paktya;1;Afghanistan
3703;Gardez;296;Paktya;1;Afghanistan
3704;Zadran;296;Paktya;1;Afghanistan
3705;Alikhel (Jaji);296;Paktya;1;Afghanistan
3707;Lija Ahmad Khel;296;Paktya;1;Afghanistan
3709;Shamal;287;Khost;1;Afghanistan
3710;Shawak;296;Paktya;1;Afghanistan
3711;Zurmat;296;Paktya;1;Afghanistan
3712;Bagram;99880;Parwan;1;Afghanistan
3714;Ghorband;99880;Parwan;1;Afghanistan
3716;Dara;99879;Panjsher;1;Afghanistan
3717;Jabalussaraj;99880;Parwan;1;Afghanistan
3718;Koh-e- Safi;99880;Parwan;1;Afghanistan
3720;Salang;99880;Parwan;1;Afghanistan
3721;Shekhali;99880;Parwan;1;Afghanistan
3722;Shinwari;99880;Parwan;1;Afghanistan
3723;Surkh-e- Parsa;99880;Parwan;1;Afghanistan
3724;Aybak;298;Samangan;1;Afghanistan
3727;Khuram Wa Sarbagh;298;Samangan;1;Afghanistan
3728;Ruy-e-Duab;298;Samangan;1;Afghanistan
3729;Balkhab;299;Sar-e-Pul;1;Afghanistan
3730;Kohestanat;299;Sar-e-Pul;1;Afghanistan
3733;Sayad;299;Sar-e-Pul;1;Afghanistan
3735;Bangi;300;Takhar;1;Afghanistan
3736;Chahab;300;Takhar;1;Afghanistan
3737;Chal;300;Takhar;1;Afghanistan
3738;Darqad;300;Takhar;1;Afghanistan
3740;Eshkashem;300;Takhar;1;Afghanistan
3741;Kalafgan;300;Takhar;1;Afghanistan
3743;Rostaq;300;Takhar;1;Afghanistan
3744;Taloqan;300;Takhar;1;Afghanistan
3745;Warsaj;300;Takhar;1;Afghanistan
3747;Chora;99881;Uruzgan;1;Afghanistan
3749;Dehrawud;99881;Uruzgan;1;Afghanistan
3750;Gizab;99878;Daykundi;1;Afghanistan
3751;Khasuruzgan;99881;Uruzgan;1;Afghanistan
3753;Nesh;285;Kandahar;1;Afghanistan
3756;Tirinkot;99881;Uruzgan;1;Afghanistan
3757;Chak;302;Wardak;1;Afghanistan
3760;Jalrez;302;Wardak;1;Afghanistan
3762;Maydanshahr;302;Wardak;1;Afghanistan
3763;Nerkh;302;Wardak;1;Afghanistan
3764;Saydabad;302;Wardak;1;Afghanistan
3765;Arghandab;303;Zabul;1;Afghanistan
3766;Atghar;303;Zabul;1;Afghanistan
3768;Mizan;303;Zabul;1;Afghanistan
3769;Qalat;303;Zabul;1;Afghanistan
3770;Shahjoy;303;Zabul;1;Afghanistan
3771;Shomulzay;303;Zabul;1;Afghanistan
3772;Shinkay;303;Zabul;1;Afghanistan
3773;Tarnak Wa Jaldak;303;Zabul;1;Afghanistan
3775;Berat;305;Berat;3;Albania
3776;Cukalat;305;Berat;3;Albania
3777;Kutalli;305;Berat;3;Albania
3778;Lumas;305;Berat;3;Albania
3779;Otllak;305;Berat;3;Albania
3780;Poshnje;305;Berat;3;Albania
3781;Roshnik;305;Berat;3;Albania
3782;Sinje;305;Berat;3;Albania
3783;Terpan;305;Berat;3;Albania
3784;Ura Vajgurore;305;Berat;3;Albania
3785;Velabisht;305;Berat;3;Albania
3786;Vertop;305;Berat;3;Albania
3787;Bulqize;306;Bulqize;3;Albania
3788;Fushe Bulqize;306;Bulqize;3;Albania
3789;Gjorice;306;Bulqize;3;Albania
3790;Klenje;306;Bulqize;3;Albania
3791;Martanesh;306;Bulqize;3;Albania
3792;Ostren;306;Bulqize;3;Albania
3793;Shupenze;306;Bulqize;3;Albania
3794;Zerqan;306;Bulqize;3;Albania
3795;Delvine;307;Delvine;3;Albania
3796;Finiq;307;Delvine;3;Albania
3797;Mesopotan;307;Delvine;3;Albania
3798;Vergo;307;Delvine;3;Albania
3799;Bashkia Bilisht;308;Devoll;3;Albania
3800;Bilisht;308;Devoll;3;Albania
3801;Hocisht;308;Devoll;3;Albania
3802;Miras;308;Devoll;3;Albania
3803;Proger;308;Devoll;3;Albania
3804;Arras;309;Diber;3;Albania
3805;Fushe Cidhen;309;Diber;3;Albania
3806;Kala E Dodes;309;Diber;3;Albania
3807;Kastriot;309;Diber;3;Albania
3808;Lure;309;Diber;3;Albania
3809;Luzni;309;Diber;3;Albania
3810;Maqellare;309;Diber;3;Albania
3811;Melan;309;Diber;3;Albania
3812;Muhurr;309;Diber;3;Albania
3813;Peshkopi;309;Diber;3;Albania
3814;Qender Tomin;309;Diber;3;Albania
3815;Selishte;309;Diber;3;Albania
3816;Sllove;309;Diber;3;Albania
3817;Zall Dardhe;309;Diber;3;Albania
3818;Zall Rec;309;Diber;3;Albania
3819;Durres;310;Durres;3;Albania
3820;Gjepalaj;310;Durres;3;Albania
3821;Ishem;310;Durres;3;Albania
3822;Katund I Ri;310;Durres;3;Albania
3823;Maminas;310;Durres;3;Albania
3824;Manez;310;Durres;3;Albania
3825;Rashbull;310;Durres;3;Albania
3826;Shijak;310;Durres;3;Albania
3827;Sukth;310;Durres;3;Albania
3828;Xhafzotaj;310;Durres;3;Albania
3829;Belsh;311;Elbasan;3;Albania
3830;Bradashesh;311;Elbasan;3;Albania
3831;Cerrik;311;Elbasan;3;Albania
3832;Elbasan;311;Elbasan;3;Albania
3833;Fierz;311;Elbasan;3;Albania
3834;Funar;311;Elbasan;3;Albania
3835;Gjegjan;311;Elbasan;3;Albania
3836;Gjinar;311;Elbasan;3;Albania
3837;Gostime;311;Elbasan;3;Albania
3838;Gracen;311;Elbasan;3;Albania
3839;Grekan;311;Elbasan;3;Albania
3840;Kajan;311;Elbasan;3;Albania
3841;Klos;311;Elbasan;3;Albania
3842;Labinot Fushe;311;Elbasan;3;Albania
3843;Labinot Mal;311;Elbasan;3;Albania
3844;Mollas;311;Elbasan;3;Albania
3845;Paper;311;Elbasan;3;Albania
3846;Rrase;311;Elbasan;3;Albania
3847;Shales;311;Elbasan;3;Albania
3848;Shirgjan;311;Elbasan;3;Albania
3849;Shushice;311;Elbasan;3;Albania
3850;Tregan;311;Elbasan;3;Albania
3851;Zavaline;311;Elbasan;3;Albania
3852;Cakran;312;Fier;3;Albania
3853;Dermenas;312;Fier;3;Albania
3854;Fier;312;Fier;3;Albania
3855;Frakull;312;Fier;3;Albania
3856;Kuman;312;Fier;3;Albania
3857;Kurjan;312;Fier;3;Albania
3858;Levan;312;Fier;3;Albania
3859;Libofshe;312;Fier;3;Albania
3860;Mbrostar;312;Fier;3;Albania
3861;Patos;312;Fier;3;Albania
3862;Portez;312;Fier;3;Albania
3863;Qender;312;Fier;3;Albania
3864;Roskovec;312;Fier;3;Albania
3865;Ruzhdie;312;Fier;3;Albania
3866;Strumm;312;Fier;3;Albania
3867;Topoje;312;Fier;3;Albania
3868;Zharrez;312;Fier;3;Albania
3869;Antigone;313;Gjirokaster;3;Albania
3870;Cepo;313;Gjirokaster;3;Albania
3871;Dropull Poshtem;313;Gjirokaster;3;Albania
3872;Dropull Siperm;313;Gjirokaster;3;Albania
3873;Gjirokaster;313;Gjirokaster;3;Albania
3874;Lazarat;313;Gjirokaster;3;Albania
3875;Libohove;313;Gjirokaster;3;Albania
3876;Lunxheri;313;Gjirokaster;3;Albania
3877;Odrie;313;Gjirokaster;3;Albania
3878;Picar;313;Gjirokaster;3;Albania
3879;Pogon;313;Gjirokaster;3;Albania
3880;Qen.libohive;313;Gjirokaster;3;Albania
3881;Zagorie;313;Gjirokaster;3;Albania
3882;Gramsh;314;Gramsh;3;Albania
3883;Kodovjat;314;Gramsh;3;Albania
3884;Kukur;314;Gramsh;3;Albania
3885;Kushove;314;Gramsh;3;Albania
3886;Lenie;314;Gramsh;3;Albania
3887;Pishaj;314;Gramsh;3;Albania
3888;Porocan;314;Gramsh;3;Albania
3889;Skenderbegas;314;Gramsh;3;Albania
3890;Sult;314;Gramsh;3;Albania
3891;Tunje;314;Gramsh;3;Albania
3892;Fajza;315;Has;3;Albania
3893;Gjinaj;315;Has;3;Albania
3894;Golaj;315;Has;3;Albania
3895;Krume;315;Has;3;Albania
3896;Golem;316;Kavaje;3;Albania
3897;Gose;316;Kavaje;3;Albania
3898;Helmes;316;Kavaje;3;Albania
3899;Kavaje;316;Kavaje;3;Albania
3900;Kryevidh;316;Kavaje;3;Albania
3901;Lekaj;316;Kavaje;3;Albania
3902;Luz I Vogel;316;Kavaje;3;Albania
3903;Rrogozhine;316;Kavaje;3;Albania
3904;Sinaballaj;316;Kavaje;3;Albania
3905;Synej;316;Kavaje;3;Albania
3906;Barmash;317;Kolonje;3;Albania
3907;Clirim;317;Kolonje;3;Albania
3908;Erseke;317;Kolonje;3;Albania
3909;Leskovik;317;Kolonje;3;Albania
3910;Mollas;317;Kolonje;3;Albania
3911;Novosele;317;Kolonje;3;Albania
3912;Qender Erseke;317;Kolonje;3;Albania
3913;Drenove;318;Korce;3;Albania
3914;Gore;318;Korce;3;Albania
3915;KorÔé¼e;318;Korce;3;Albania
3916;Lekas;318;Korce;3;Albania
3917;Libonik;318;Korce;3;Albania
3918;Liqenas;318;Korce;3;Albania
3919;Maliq;318;Korce;3;Albania
3920;Moglice;318;Korce;3;Albania
3921;Mollaj;318;Korce;3;Albania
3922;Pirg;318;Korce;3;Albania
3923;Pojan;318;Korce;3;Albania
3924;Qender;318;Korce;3;Albania
3925;Vithkuq;318;Korce;3;Albania
3926;Voskop;318;Korce;3;Albania
3927;Voskopoje;318;Korce;3;Albania
3928;Vreshtas;318;Korce;3;Albania
3929;Bubq;319;Kruje;3;Albania
3930;Cudhi;319;Kruje;3;Albania
3931;Fushe Kruje;319;Kruje;3;Albania
3932;Koder Thumane;319;Kruje;3;Albania
3933;Kruje;319;Kruje;3;Albania
3934;Nikel;319;Kruje;3;Albania
3935;Kozare;320;Kucove;3;Albania
3936;Kucove;320;Kucove;3;Albania
3937;Perondi;320;Kucove;3;Albania
3938;Arren;321;Kukes;3;Albania
3939;Bicaj;321;Kukes;3;Albania
3940;Bushtrice;321;Kukes;3;Albania
3941;Gryke Caj;321;Kukes;3;Albania
3942;Kalis;321;Kukes;3;Albania
3943;Kolsh;321;Kukes;3;Albania
3944;Kukes;321;Kukes;3;Albania
3945;Malziu;321;Kukes;3;Albania
3946;Shishtavec;321;Kukes;3;Albania
3947;Shtiqen;321;Kukes;3;Albania
3948;Surroj;321;Kukes;3;Albania
3949;Terthore;321;Kukes;3;Albania
3950;Topojan;321;Kukes;3;Albania
3951;Ujmisht;321;Kukes;3;Albania
3952;Zapod Orgjost;321;Kukes;3;Albania
3953;Fushe Kuqe;322;Kurbin;3;Albania
3954;LaÔé¼;322;Kurbin;3;Albania
3955;Mamurras;322;Kurbin;3;Albania
3956;Milot;322;Kurbin;3;Albania
3957;Balldreni I Ri;323;Lezhe;3;Albania
3958;Blinisht;323;Lezhe;3;Albania
3959;DajÔé¼;323;Lezhe;3;Albania
3960;Kallmet I Madh;323;Lezhe;3;Albania
3961;KolÔé¼;323;Lezhe;3;Albania
3962;Lezhe;323;Lezhe;3;Albania
3963;Shengjin;323;Lezhe;3;Albania
3964;Shenkoll;323;Lezhe;3;Albania
3965;Ungrej;323;Lezhe;3;Albania
3966;Zejmen;323;Lezhe;3;Albania
3967;Hotolisht;324;Librazhd;3;Albania
3968;Librazhd;324;Librazhd;3;Albania
3969;Lunik;324;Librazhd;3;Albania
3970;Orenje;324;Librazhd;3;Albania
3971;Polis;324;Librazhd;3;Albania
3972;Prenjas;324;Librazhd;3;Albania
3973;Qender;324;Librazhd;3;Albania
3974;Qukes;324;Librazhd;3;Albania
3975;Rrajce;324;Librazhd;3;Albania
3976;Stebleve;324;Librazhd;3;Albania
3977;Stravaj;324;Librazhd;3;Albania
3978;Allkaj;325;Lushnje;3;Albania
3979;Ballagat;325;Lushnje;3;Albania
3980;Bubullime;325;Lushnje;3;Albania
3981;Divjake;325;Lushnje;3;Albania
3982;Dushk;325;Lushnje;3;Albania
3983;Fiershegan;325;Lushnje;3;Albania
3984;Golem;325;Lushnje;3;Albania
3985;Grabian;325;Lushnje;3;Albania
3986;Gradishte;325;Lushnje;3;Albania
3987;Hyzgjokaj;325;Lushnje;3;Albania
3988;Karbunare;325;Lushnje;3;Albania
3989;Kolonje;325;Lushnje;3;Albania
3990;Krutje;325;Lushnje;3;Albania
3991;Lushnje;325;Lushnje;3;Albania
3992;Rremas;325;Lushnje;3;Albania
3993;Terbuf;325;Lushnje;3;Albania
3994;Gruemire;326;Malesi E Madhe;3;Albania
3995;Kastrat;326;Malesi E Madhe;3;Albania
3996;Kelmend;326;Malesi E Madhe;3;Albania
3997;Koplik;326;Malesi E Madhe;3;Albania
3998;Qender;326;Malesi E Madhe;3;Albania
3999;Shkrel;326;Malesi E Madhe;3;Albania
4000;Aranitas;327;Mallakaster;3;Albania
4001;Ballsh;327;Mallakaster;3;Albania
