ISO_A3,ISO_A2,NAM_0,NAM_1,NAM_2,COD_1,COD_2
CHN,CN,China,Anhui Sheng,Hefei,CHN001,CHN001006
CHN,CN,China,Anhui Sheng,Bengbu,CHN001,CHN001002
CHN,CN,China,Anhui Sheng,Huainan,CHN001,CHN001008
CHN,CN,China,Anhui Sheng,Huaibei,CHN001,CHN001007
CHN,CN,China,Anhui Sheng,Name Unknown,CHN001,CHN001012
CHN,CN,China,Anhui Sheng,Suzhou,CHN001,CHN001013
CHN,CN,China,Hebei Sheng,Baoding,CHN010,CHN010001
CHN,CN,China,Hebei Sheng,Cangzhou,CHN010,CHN010002
CHN,CN,China,Hebei Sheng,Langfang,CHN010,CHN010006
CHN,CN,China,Hebei Sheng,Hengshui,CHN010,CHN010005
CHN,CN,China,Henan Sheng,Puyang,CHN012,CHN012009
CHN,CN,China,Henan Sheng,Shangqiu,CHN012,CHN012011
CHN,CN,China,Heilongjiang Sheng,Harbin,CHN011,CHN011003
CHN,CN,China,Heilongjiang Sheng,Qiqihar,CHN011,CHN011009
CHN,CN,China,Heilongjiang Sheng,Daqing,CHN011,CHN011001
CHN,CN,China,Heilongjiang Sheng,Yichun,CHN011,CHN011013
CHN,CN,China,Heilongjiang Sheng,Qitaihe,CHN011,CHN011010
CHN,CN,China,Heilongjiang Sheng,Mudanjiang,CHN011,CHN011008
CHN,CN,China,Heilongjiang Sheng,Heihe,CHN011,CHN011005
CHN,CN,China,Heilongjiang Sheng,Suihua,CHN011,CHN011012
CHN,CN,China,Heilongjiang Sheng,Daxing'anling,CHN011,CHN011002
CHN,CN,China,Jilin Sheng,Changchun,CHN017,CHN017003
CHN,CN,China,Jilin Sheng,Jilin,CHN017,CHN017004
CHN,CN,China,Jilin Sheng,Siping,CHN017,CHN017006
CHN,CN,China,Jilin Sheng,Liaoyuan,CHN017,CHN017005
CHN,CN,China,Jilin Sheng,Tonghua,CHN017,CHN017008
CHN,CN,China,Jilin Sheng,Baishan,CHN017,CHN017002
CHN,CN,China,Jilin Sheng,Songyuan,CHN017,CHN017007
CHN,CN,China,Jilin Sheng,Baicheng,CHN017,CHN017001
CHN,CN,China,Jilin Sheng,Yanbian Korean,CHN017,CHN017009
CHN,CN,China,Liaoning Sheng,Shenyang,CHN018,CHN018013
CHN,CN,China,Liaoning Sheng,Dalian,CHN018,CHN018004
CHN,CN,China,Liaoning Sheng,Anshan,CHN018,CHN018001
CHN,CN,China,Liaoning Sheng,Fushun,CHN018,CHN018006
CHN,CN,China,Liaoning Sheng,Benxi,CHN018,CHN018002
CHN,CN,China,Liaoning Sheng,Dandong,CHN018,CHN018005
CHN,CN,China,Liaoning Sheng,Name Unknown,CHN018,CHN018011
CHN,CN,China,Liaoning Sheng,Fuxin,CHN018,CHN018007
CHN,CN,China,Liaoning Sheng,Liaoyang,CHN018,CHN018010
CHN,CN,China,Liaoning Sheng,Panjin,CHN018,CHN018012
CHN,CN,China,Liaoning Sheng,Tieling,CHN018,CHN018014
CHN,CN,China,Nei Mongol Zizhiqu,Xing'an,CHN019,CHN019012
CHN,CN,China,Shandong Sheng,Jinan,CHN023,CHN023005
CHN,CN,China,Shandong Sheng,Zaozhuang,CHN023,CHN023016
CHN,CN,China,Shandong Sheng,Jining,CHN023,CHN023006
CHN,CN,China,Shandong Sheng,Tai'an,CHN023,CHN023012
CHN,CN,China,Shandong Sheng,Dezhou,CHN023,CHN023002
CHN,CN,China,Shandong Sheng,Liaocheng,CHN023,CHN023008
CHN,CN,China,Shandong Sheng,Heze,CHN023,CHN023004
CHN,CN,China,Tianjin Shi,Name Unknown,CHN027,CHN027002
JPN,JP,Japan,Aiti,Aguityoo,JPN001,JPN001001
JPN,JP,Japan,Aiti,Anzyoosi,JPN001,JPN001003
JPN,JP,Japan,Aiti,Asahityoo,JPN001,JPN001004
JPN,JP,Japan,Aiti,Asuketyoo,JPN001,JPN001005
JPN,JP,Japan,Aiti,Bisaisi,JPN001,JPN001007
JPN,JP,Japan,Aiti,Haruhityoo,JPN001,JPN001010
JPN,JP,Japan,Aiti,Hatikaimura,JPN001,JPN001011
JPN,JP,Japan,Aiti,Heewatyoo,JPN001,JPN001013
JPN,JP,Japan,Aiti,Higasiuratyoo,JPN001,JPN001015
JPN,JP,Japan,Aiti,Hooraityoo,JPN001,JPN001016
JPN,JP,Japan,Aiti,Husootyoo,JPN001,JPN001017
JPN,JP,Japan,Aiti,Huziokatyoo,JPN001,JPN001018
JPN,JP,Japan,Aiti,Inabutyoo,JPN001,JPN001019
JPN,JP,Japan,Aiti,Inazawasi,JPN001,JPN001020
JPN,JP,Japan,Aiti,Inuyamasi,JPN001,JPN001021
JPN,JP,Japan,Aiti,Itinomiyasi,JPN001,JPN001023
JPN,JP,Japan,Aiti,Itinomiyatyoo,JPN001,JPN001024
JPN,JP,Japan,Aiti,Iwakurasi,JPN001,JPN001025
JPN,JP,Japan,Aiti,Kanietyoo,JPN001,JPN001026
JPN,JP,Japan,Aiti,Kariyasi,JPN001,JPN001027
JPN,JP,Japan,Aiti,Kasugaisi,JPN001,JPN001028
JPN,JP,Japan,Aiti,Kisogawatyoo,JPN001,JPN001030
JPN,JP,Japan,Aiti,Kisomisakikantakuti,JPN001,JPN001031
JPN,JP,Japan,Aiti,Kiyosutyoo,JPN001,JPN001032
JPN,JP,Japan,Aiti,Komakisi,JPN001,JPN001033
JPN,JP,Japan,Aiti,Koonansi,JPN001,JPN001034
JPN,JP,Japan,Aiti,Mihamatyoo,JPN001,JPN001037
JPN,JP,Japan,Aiti,Miwatyoo,JPN001,JPN001040
JPN,JP,Japan,Aiti,Miyosityoo,JPN001,JPN001041
JPN,JP,Japan,Aiti,Nagakutetyoo,JPN001,JPN001042
JPN,JP,Japan,Aiti,Nagoyasi_Atutaku,JPN001,JPN001043
JPN,JP,Japan,Aiti,Nagoyasi_Higasiku,JPN001,JPN001044
JPN,JP,Japan,Aiti,Nagoyasi_Kitaku,JPN001,JPN001045
JPN,JP,Japan,Aiti,Nagoyasi_Meetooku,JPN001,JPN001046
JPN,JP,Japan,Aiti,Nagoyasi_Midoriku,JPN001,JPN001047
JPN,JP,Japan,Aiti,Nagoyasi_Minamiku,JPN001,JPN001048
JPN,JP,Japan,Aiti,Nagoyasi_Minatoku,JPN001,JPN001049
JPN,JP,Japan,Aiti,Nagoyasi_Mizuhoku,JPN001,JPN001050
JPN,JP,Japan,Aiti,Nagoyasi_Moriyamaku,JPN001,JPN001051
JPN,JP,Japan,Aiti,Nagoyasi_Nakagawaku,JPN001,JPN001052
JPN,JP,Japan,Aiti,Nagoyasi_Nakaku,JPN001,JPN001053
JPN,JP,Japan,Aiti,Nagoyasi_Nakamuraku,JPN001,JPN001054
JPN,JP,Japan,Aiti,Nagoyasi_Nisiku,JPN001,JPN001055
JPN,JP,Japan,Aiti,Nagoyasi_Syoowaku,JPN001,JPN001056
JPN,JP,Japan,Aiti,Nagoyasi_Tenpakuku,JPN001,JPN001057
JPN,JP,Japan,Aiti,Nagoyasi_Tikusaku,JPN001,JPN001058
JPN,JP,Japan,Aiti,Nisibiwazimatyoo,JPN001,JPN001059
JPN,JP,Japan,Aiti,Nisiharutyoo,JPN001,JPN001060
JPN,JP,Japan,Aiti,Nissinsi,JPN001,JPN001062
JPN,JP,Japan,Aiti,Nukatatyoo,JPN001,JPN001063
JPN,JP,Japan,Aiti,Obaramura,JPN001,JPN001064
JPN,JP,Japan,Aiti,Okazakisi,JPN001,JPN001065
JPN,JP,Japan,Aiti,Oobusi,JPN001,JPN001066
JPN,JP,Japan,Aiti,Oogutityoo,JPN001,JPN001067
JPN,JP,Japan,Aiti,Ooharutyoo,JPN001,JPN001068
JPN,JP,Japan,Aiti,Owariasahisi,JPN001,JPN001070
JPN,JP,Japan,Aiti,Saorityoo,JPN001,JPN001071
JPN,JP,Japan,Aiti,Sayatyoo,JPN001,JPN001072
JPN,JP,Japan,Aiti,Setosi,JPN001,JPN001073
JPN,JP,Japan,Aiti,Sibbootyoo,JPN001,JPN001074
JPN,JP,Japan,Aiti,Sikatutyoo,JPN001,JPN001075
JPN,JP,Japan,Aiti,Simoyamamura,JPN001,JPN001076
JPN,JP,Japan,Aiti,Sinkawatyoo,JPN001,JPN001077
JPN,JP,Japan,Aiti,Sinsirosi,JPN001,JPN001078
JPN,JP,Japan,Aiti,Sitaratyoo,JPN001,JPN001079
JPN,JP,Japan,Aiti,Sobuetyoo,JPN001,JPN001080
JPN,JP,Japan,Aiti,Takahamasi,JPN001,JPN001082
JPN,JP,Japan,Aiti,Tatutamura,JPN001,JPN001084
JPN,JP,Japan,Aiti,Tiryuusi,JPN001,JPN001085
JPN,JP,Japan,Aiti,Titasi,JPN001,JPN001086
JPN,JP,Japan,Aiti,Tobisimamura,JPN001,JPN001087
JPN,JP,Japan,Aiti,Tokonamesi,JPN001,JPN001088
JPN,JP,Japan,Aiti,Tomiyamamura,JPN001,JPN001089
JPN,JP,Japan,Aiti,Tooeetyoo,JPN001,JPN001090
JPN,JP,Japan,Aiti,Toogootyoo,JPN001,JPN001091
JPN,JP,Japan,Aiti,Tookaisi,JPN001,JPN001092
JPN,JP,Japan,Aiti,Toyoakesi,JPN001,JPN001093
JPN,JP,Japan,Aiti,Toyonemura,JPN001,JPN001096
JPN,JP,Japan,Aiti,Toyotasi,JPN001,JPN001097
JPN,JP,Japan,Aiti,Toyoyamatyoo,JPN001,JPN001098
JPN,JP,Japan,Aiti,Tugumura,JPN001,JPN001099
JPN,JP,Japan,Aiti,Tukudemura,JPN001,JPN001100
JPN,JP,Japan,Aiti,Tusimasi,JPN001,JPN001101
JPN,JP,Japan,Aiti,Yatomityoo,JPN001,JPN001102
JPN,JP,Japan,Aiti,Zimokuzityoo,JPN001,JPN001103
JPN,JP,Japan,Aiti,Zyuusiyamamura,JPN001,JPN001104
JPN,JP,Japan,Akita,Aikawamati,JPN002,JPN002001
JPN,JP,Japan,Akita,Akitasi,JPN002,JPN002002
JPN,JP,Japan,Akita,Animati,JPN002,JPN002003
JPN,JP,Japan,Akita,Gozyoomemati,JPN002,JPN002004
JPN,JP,Japan,Akita,Hatimorimati,JPN002,JPN002005
JPN,JP,Japan,Akita,Hatiroogatamati,JPN002,JPN002006
JPN,JP,Japan,Akita,Hatiryuumati,JPN002,JPN002007
JPN,JP,Japan,Akita,Higasinarusemura,JPN002,JPN002008
JPN,JP,Japan,Akita,Higasiyurimati,JPN002,JPN002009
JPN,JP,Japan,Akita,Hinaimati,JPN002,JPN002010
JPN,JP,Japan,Akita,Hirakamati,JPN002,JPN002011
JPN,JP,Japan,Akita,Honzyoosi,JPN002,JPN002012
JPN,JP,Japan,Akita,Hutatuimati,JPN002,JPN002013
JPN,JP,Japan,Akita,Huzisatomati,JPN002,JPN002014
JPN,JP,Japan,Akita,Iitagawamati,JPN002,JPN002015
JPN,JP,Japan,Akita,Ikawamati,JPN002,JPN002016
JPN,JP,Japan,Akita,Inakawamati,JPN002,JPN002017
JPN,JP,Japan,Akita,Iwakimati,JPN002,JPN002018
JPN,JP,Japan,Akita,Kadunosi,JPN002,JPN002019
JPN,JP,Japan,Akita,Kakunodatemati,JPN002,JPN002020
JPN,JP,Japan,Akita,Kamikoanimura,JPN002,JPN002021
JPN,JP,Japan,Akita,Kamiokamati,JPN002,JPN002022
JPN,JP,Japan,Akita,Kawabemati,JPN002,JPN002023
JPN,JP,Japan,Akita,Kisakatamati,JPN002,JPN002024
JPN,JP,Japan,Akita,Konooramati,JPN002,JPN002025
JPN,JP,Japan,Akita,Kosakamati,JPN002,JPN002026
JPN,JP,Japan,Akita,Kotookamati,JPN002,JPN002027
JPN,JP,Japan,Akita,Kyoowamati,JPN002,JPN002028
JPN,JP,Japan,Akita,Masudamati,JPN002,JPN002029
JPN,JP,Japan,Akita,Minasemura,JPN002,JPN002030
JPN,JP,Japan,Akita,Minehamamura,JPN002,JPN002031
JPN,JP,Japan,Akita,Moriyosimati,JPN002,JPN002032
JPN,JP,Japan,Akita,Nakasenmati,JPN002,JPN002033
JPN,JP,Japan,Akita,Nangaimura,JPN002,JPN002034
JPN,JP,Japan,Akita,Nikahomati,JPN002,JPN002035
JPN,JP,Japan,Akita,Nisikimura,JPN002,JPN002036
JPN,JP,Japan,Akita,Nisimemati,JPN002,JPN002037
JPN,JP,Japan,Akita,Nisisenbokumati,JPN002,JPN002038
JPN,JP,Japan,Akita,Nosirosi,JPN002,JPN002039
JPN,JP,Japan,Akita,Ogasi,JPN002,JPN002040
JPN,JP,Japan,Akita,Ogatimati,JPN002,JPN002041
JPN,JP,Japan,Akita,Omonogawamati,JPN002,JPN002042
JPN,JP,Japan,Akita,Oodatesi,JPN002,JPN002043
JPN,JP,Japan,Akita,Oogatamura,JPN002,JPN002044
JPN,JP,Japan,Akita,Oomagarisi,JPN002,JPN002045
JPN,JP,Japan,Akita,Oomorimati,JPN002,JPN002046
JPN,JP,Japan,Akita,Oootimati,JPN002,JPN002047
JPN,JP,Japan,Akita,Ootamati,JPN002,JPN002048
JPN,JP,Japan,Akita,Rokugoomati,JPN002,JPN002049
JPN,JP,Japan,Akita,Sannaimura,JPN002,JPN002050
JPN,JP,Japan,Akita,Senbokumati,JPN002,JPN002051
JPN,JP,Japan,Akita,Senhatamati,JPN002,JPN002052
JPN,JP,Japan,Akita,Sennanmura,JPN002,JPN002053
JPN,JP,Japan,Akita,Syoowamati,JPN002,JPN002054
JPN,JP,Japan,Akita,Taiyuumura,JPN002,JPN002055
JPN,JP,Japan,Akita,Takanosumati,JPN002,JPN002056
JPN,JP,Japan,Akita,Tasiromati,JPN002,JPN002057
JPN,JP,Japan,Akita,Tazawakomati,JPN002,JPN002058
JPN,JP,Japan,Akita,Tennoomati,JPN002,JPN002059
JPN,JP,Japan,Akita,Tyookaimati,JPN002,JPN002060
JPN,JP,Japan,Akita,Ugomati,JPN002,JPN002061
JPN,JP,Japan,Akita,Wakamimati,JPN002,JPN002062
JPN,JP,Japan,Akita,Yamamotomati,JPN002,JPN002063
JPN,JP,Japan,Akita,Yasimamati,JPN002,JPN002064
JPN,JP,Japan,Akita,Yokotesi,JPN002,JPN002065
JPN,JP,Japan,Akita,Yurimati,JPN002,JPN002066
JPN,JP,Japan,Akita,Yuuwamati,JPN002,JPN002067
JPN,JP,Japan,Akita,Yuzawasi,JPN002,JPN002068
JPN,JP,Japan,Akita,Zyuumonzimati,JPN002,JPN002069
JPN,JP,Japan,Aomori,Aomorisi,JPN003,JPN003001
JPN,JP,Japan,Aomori,Azigasawamati,JPN003,JPN003002
JPN,JP,Japan,Aomori,Gonohemati,JPN003,JPN003003
JPN,JP,Japan,Aomori,Gosyogawarasi,JPN003,JPN003004
JPN,JP,Japan,Aomori,Hasikamityoo,JPN003,JPN003005
JPN,JP,Japan,Aomori,Hatinohesi,JPN003,JPN003006
JPN,JP,Japan,Aomori,Higasidoorimura,JPN003,JPN003007
JPN,JP,Japan,Aomori,Hirakamati,JPN003,JPN003008
JPN,JP,Japan,Aomori,Hiranaimati,JPN003,JPN003009
JPN,JP,Japan,Aomori,Hirosakisi,JPN003,JPN003010
JPN,JP,Japan,Aomori,Hukauramati,JPN003,JPN003011
JPN,JP,Japan,Aomori,Hukutimura,JPN003,JPN003012
JPN,JP,Japan,Aomori,Huzisakimati,JPN003,JPN003013
JPN,JP,Japan,Aomori,Ikarigasekimura,JPN003,JPN003014
JPN,JP,Japan,Aomori,Imabetumati,JPN003,JPN003015
JPN,JP,Japan,Aomori,Inagakimura,JPN003,JPN003016
JPN,JP,Japan,Aomori,Inakadatemura,JPN003,JPN003017
JPN,JP,Japan,Aomori,Iwakimati,JPN003,JPN003018
JPN,JP,Japan,Aomori,Iwasakimura,JPN003,JPN003019
JPN,JP,Japan,Aomori,Kamikitamati,JPN003,JPN003020
JPN,JP,Japan,Aomori,Kanagimati,JPN003,JPN003021
JPN,JP,Japan,Aomori,Kanitamati,JPN003,JPN003022
JPN,JP,Japan,Aomori,Kasiwamura,JPN003,JPN003023
JPN,JP,Japan,Aomori,Kawautimati,JPN003,JPN003024
JPN,JP,Japan,Aomori,Kazamauramura,JPN003,JPN003025
JPN,JP,Japan,Aomori,Kidukurimati,JPN003,JPN003026
JPN,JP,Japan,Aomori,Kodomarimura,JPN003,JPN003027
JPN,JP,Japan,Aomori,Kuraisimura,JPN003,JPN003028
JPN,JP,Japan,Aomori,Kuroisisi,JPN003,JPN003029
JPN,JP,Japan,Aomori,Minmayamura,JPN003,JPN003030
JPN,JP,Japan,Aomori,Misawasi,JPN003,JPN003031
JPN,JP,Japan,Aomori,Momoisimati,JPN003,JPN003032
JPN,JP,Japan,Aomori,Moritamura,JPN003,JPN003033
JPN,JP,Japan,Aomori,Mutusi,JPN003,JPN003034
JPN,JP,Japan,Aomori,Name Unknown,JPN003,JPN003037
JPN,JP,Japan,Aomori,Nagawamati,JPN003,JPN003035
JPN,JP,Japan,Aomori,Nakasatomati,JPN003,JPN003036
JPN,JP,Japan,Aomori,Namiokamati,JPN003,JPN003039
JPN,JP,Japan,Aomori,Nanbumati,JPN003,JPN003040
JPN,JP,Japan,Aomori,Nangoomura,JPN003,JPN003041
JPN,JP,Japan,Aomori,Nisimeyamura,JPN003,JPN003042
JPN,JP,Japan,Aomori,Nohezimati,JPN003,JPN003043
JPN,JP,Japan,Aomori,Onoemati,JPN003,JPN003044
JPN,JP,Japan,Aomori,Oohatamati,JPN003,JPN003045
JPN,JP,Japan,Aomori,Oomamati,JPN003,JPN003046
JPN,JP,Japan,Aomori,Oowanimati,JPN003,JPN003047
JPN,JP,Japan,Aomori,Rokkasyomura,JPN003,JPN003048
JPN,JP,Japan,Aomori,Rokunohemati,JPN003,JPN003049
JPN,JP,Japan,Aomori,Saimura,JPN003,JPN003050
JPN,JP,Japan,Aomori,Sannohemati,JPN003,JPN003051
JPN,JP,Japan,Aomori,Simodamati,JPN003,JPN003052
JPN,JP,Japan,Aomori,Singoomura,JPN003,JPN003053
JPN,JP,Japan,Aomori,Sitinohemati,JPN003,JPN003054
JPN,JP,Japan,Aomori,Siuramura,JPN003,JPN003055
JPN,JP,Japan,Aomori,Soomamura,JPN003,JPN003056
JPN,JP,Japan,Aomori,Syarikimura,JPN003,JPN003057
JPN,JP,Japan,Aomori,Tairadatemura,JPN003,JPN003058
JPN,JP,Japan,Aomori,Takkomati,JPN003,JPN003059
JPN,JP,Japan,Aomori,Tenmabayasimura,JPN003,JPN003060
JPN,JP,Japan,Aomori,Tokiwamura,JPN003,JPN003061
JPN,JP,Japan,Aomori,Toohokumati,JPN003,JPN003062
JPN,JP,Japan,Aomori,Towadakomati,JPN003,JPN003063
JPN,JP,Japan,Aomori,Towadasi,JPN003,JPN003064
JPN,JP,Japan,Aomori,Turutamati,JPN003,JPN003065
JPN,JP,Japan,Aomori,Wakinosawamura,JPN003,JPN003066
JPN,JP,Japan,Aomori,Yokohamamati,JPN003,JPN003067
JPN,JP,Japan,Aomori,Yomogitamura,JPN003,JPN003068
JPN,JP,Japan,Tiba,Abikosi,JPN038,JPN038001
JPN,JP,Japan,Tiba,Asahisi,JPN038,JPN038003
JPN,JP,Japan,Tiba,Hasunumamura,JPN038,JPN038004
JPN,JP,Japan,Tiba,Hikarimati,JPN038,JPN038005
JPN,JP,Japan,Tiba,Hikatamati,JPN038,JPN038006
JPN,JP,Japan,Tiba,Hunabasisi,JPN038,JPN038007
JPN,JP,Japan,Tiba,Iiokamati,JPN038,JPN038009
JPN,JP,Japan,Tiba,Inbamura,JPN038,JPN038010
JPN,JP,Japan,Tiba,Inzeetyoo,JPN038,JPN038011
JPN,JP,Japan,Tiba,Isumimati,JPN038,JPN038012
JPN,JP,Japan,Tiba,Itiharasi,JPN038,JPN038013
JPN,JP,Japan,Tiba,Itikawasi,JPN038,JPN038014
JPN,JP,Japan,Tiba,Itinomiyamati,JPN038,JPN038015
JPN,JP,Japan,Tiba,Kamagayasi,JPN038,JPN038016
JPN,JP,Japan,Tiba,Kasiwasi,JPN038,JPN038018
JPN,JP,Japan,Tiba,Kimitusi,JPN038,JPN038020
JPN,JP,Japan,Tiba,Kisaradusi,JPN038,JPN038021
JPN,JP,Japan,Tiba,Koozakimati,JPN038,JPN038022
JPN,JP,Japan,Tiba,Kurimotomati,JPN038,JPN038023
JPN,JP,Japan,Tiba,Kuzyuukurimati,JPN038,JPN038024
JPN,JP,Japan,Tiba,Matudosi,JPN038,JPN038027
JPN,JP,Japan,Tiba,Matuomati,JPN038,JPN038028
JPN,JP,Japan,Tiba,Misakimati,JPN038,JPN038029
JPN,JP,Japan,Tiba,Mobarasi,JPN038,JPN038031
JPN,JP,Japan,Tiba,Mutuzawamati,JPN038,JPN038032
JPN,JP,Japan,Tiba,Nagaramati,JPN038,JPN038033
JPN,JP,Japan,Tiba,Nagareyamasi,JPN038,JPN038034
JPN,JP,Japan,Tiba,Narasinosi,JPN038,JPN038035
JPN,JP,Japan,Tiba,Naritasi,JPN038,JPN038036
JPN,JP,Japan,Tiba,Narutoomati,JPN038,JPN038037
JPN,JP,Japan,Tiba,Nodasi,JPN038,JPN038038
JPN,JP,Japan,Tiba,Nosakamati,JPN038,JPN038039
JPN,JP,Japan,Tiba,Omigawamati,JPN038,JPN038040
JPN,JP,Japan,Tiba,Ooamisirasatomati,JPN038,JPN038042
JPN,JP,Japan,Tiba,Sakaemati,JPN038,JPN038045
JPN,JP,Japan,Tiba,Sakurasi,JPN038,JPN038046
JPN,JP,Japan,Tiba,Sanbumati,JPN038,JPN038047
JPN,JP,Japan,Tiba,Sawarasi,JPN038,JPN038048
JPN,JP,Japan,Tiba,Sekiyadomati,JPN038,JPN038049
JPN,JP,Japan,Tiba,Sibayamamati,JPN038,JPN038050
JPN,JP,Japan,Tiba,Simohusamati,JPN038,JPN038051
JPN,JP,Japan,Tiba,Sirakomati,JPN038,JPN038053
JPN,JP,Japan,Tiba,Siroimati,JPN038,JPN038054
JPN,JP,Japan,Tiba,Sisuimati,JPN038,JPN038055
JPN,JP,Japan,Tiba,Sodegaurasi,JPN038,JPN038056
JPN,JP,Japan,Tiba,Syoonanmati,JPN038,JPN038057
JPN,JP,Japan,Tiba,Taieemati,JPN038,JPN038058
JPN,JP,Japan,Tiba,Takomati,JPN038,JPN038059
JPN,JP,Japan,Tiba,Tibasi_Hanamigawaku,JPN038,JPN038061
JPN,JP,Japan,Tiba,Tibasi_Inageku,JPN038,JPN038062
JPN,JP,Japan,Tiba,Tibasi_Midoriku,JPN038,JPN038063
JPN,JP,Japan,Tiba,Tibasi_Mihamaku,JPN038,JPN038064
JPN,JP,Japan,Tiba,Tibasi_Tyuuooku,JPN038,JPN038065
JPN,JP,Japan,Tiba,Tibasi_Wakabaku,JPN038,JPN038066
JPN,JP,Japan,Tiba,Tomisatomati,JPN038,JPN038068
JPN,JP,Japan,Tiba,Toonosyoomati,JPN038,JPN038070
JPN,JP,Japan,Tiba,Tyoonanmati,JPN038,JPN038072
JPN,JP,Japan,Tiba,Tyooseemura,JPN038,JPN038073
JPN,JP,Japan,Tiba,Tyoosisi,JPN038,JPN038074
JPN,JP,Japan,Tiba,Unakamimati,JPN038,JPN038075
JPN,JP,Japan,Tiba,Urayasusi,JPN038,JPN038076
JPN,JP,Japan,Tiba,Yamadamati,JPN038,JPN038077
JPN,JP,Japan,Tiba,Yatimatasi,JPN038,JPN038078
JPN,JP,Japan,Tiba,Yatiyosi,JPN038,JPN038079
JPN,JP,Japan,Tiba,Yokosibamati,JPN038,JPN038080
JPN,JP,Japan,Tiba,Yookaitibasi,JPN038,JPN038081
JPN,JP,Japan,Tiba,Yotukaidoosi,JPN038,JPN038082
JPN,JP,Japan,Ehime,Akehamatyoo,JPN004,JPN004001
JPN,JP,Japan,Ehime,Asakuramura,JPN004,JPN004002
JPN,JP,Japan,Ehime,Bessiyamamura,JPN004,JPN004003
JPN,JP,Japan,Ehime,Doityoo,JPN004,JPN004004
JPN,JP,Japan,Ehime,Hakatatyoo,JPN004,JPN004005
JPN,JP,Japan,Ehime,Hiromityoo,JPN004,JPN004006
JPN,JP,Japan,Ehime,Hirotamura,JPN004,JPN004007
JPN,JP,Japan,Ehime,Hiyosimura,JPN004,JPN004008
JPN,JP,Japan,Ehime,Hizikawatyoo,JPN004,JPN004009
JPN,JP,Japan,Ehime,Honaityoo,JPN004,JPN004010
JPN,JP,Japan,Ehime,Hoozyoosi,JPN004,JPN004011
JPN,JP,Japan,Ehime,Hutamityoo,JPN004,JPN004012
JPN,JP,Japan,Ehime,Ibbonmatutyoo,JPN004,JPN004013
JPN,JP,Japan,Ehime,Ikatatyoo,JPN004,JPN004014
JPN,JP,Japan,Ehime,Ikazakityoo,JPN004,JPN004015
JPN,JP,Japan,Ehime,Ikinamura,JPN004,JPN004016
JPN,JP,Japan,Ehime,Imabarisi,JPN004,JPN004017
JPN,JP,Japan,Ehime,Iwagimura,JPN004,JPN004018
JPN,JP,Japan,Ehime,Iyomisimasi,JPN004,JPN004019
JPN,JP,Japan,Ehime,Iyosi,JPN004,JPN004020
JPN,JP,Japan,Ehime,Joohentyoo,JPN004,JPN004021
JPN,JP,Japan,Ehime,Kamiuratyoo,JPN004,JPN004022
JPN,JP,Japan,Ehime,Kawabemura,JPN004,JPN004023
JPN,JP,Japan,Ehime,Kawanoesi,JPN004,JPN004024
JPN,JP,Japan,Ehime,Kawautityoo,JPN004,JPN004025
JPN,JP,Japan,Ehime,Kikumatyoo,JPN004,JPN004026
JPN,JP,Japan,Ehime,Komatutyoo,JPN004,JPN004027
JPN,JP,Japan,Ehime,Kumatyoo,JPN004,JPN004028
JPN,JP,Japan,Ehime,Masakityoo,JPN004,JPN004029
JPN,JP,Japan,Ehime,Matunotyoo,JPN004,JPN004030
JPN,JP,Japan,Ehime,Matuyamasi,JPN004,JPN004031
JPN,JP,Japan,Ehime,Mikametyoo,JPN004,JPN004032
JPN,JP,Japan,Ehime,Mikawamura,JPN004,JPN004033
JPN,JP,Japan,Ehime,Mimatyoo,JPN004,JPN004034
JPN,JP,Japan,Ehime,Misakityoo,JPN004,JPN004035
JPN,JP,Japan,Ehime,Misyootyoo,JPN004,JPN004036
JPN,JP,Japan,Ehime,Miyakubotyoo,JPN004,JPN004037
JPN,JP,Japan,Ehime,Nagahamatyoo,JPN004,JPN004038
JPN,JP,Japan,Ehime,Nakayamatyoo,JPN004,JPN004039
JPN,JP,Japan,Ehime,Nakazimatyoo,JPN004,JPN004040
JPN,JP,Japan,Ehime,Namikatatyoo,JPN004,JPN004041
JPN,JP,Japan,Ehime,Niihamasi,JPN004,JPN004042
JPN,JP,Japan,Ehime,Nisiumityoo,JPN004,JPN004043
JPN,JP,Japan,Ehime,Nomuratyoo,JPN004,JPN004044
JPN,JP,Japan,Ehime,Odatyoo,JPN004,JPN004045
JPN,JP,Japan,Ehime,Omogomura,JPN004,JPN004046
JPN,JP,Japan,Ehime,Oomisimatyoo,JPN004,JPN004047
JPN,JP,Japan,Ehime,Oonisityoo,JPN004,JPN004048
JPN,JP,Japan,Ehime,Oozusi,JPN004,JPN004049
JPN,JP,Japan,Ehime,Saizyoosi,JPN004,JPN004050
JPN,JP,Japan,Ehime,Sekizenmura,JPN004,JPN004051
JPN,JP,Japan,Ehime,Setotyoo,JPN004,JPN004052
JPN,JP,Japan,Ehime,Sigenobutyoo,JPN004,JPN004053
JPN,JP,Japan,Ehime,Singuumura,JPN004,JPN004054
JPN,JP,Japan,Ehime,Sirokawatyoo,JPN004,JPN004055
JPN,JP,Japan,Ehime,Tamagawatyoo,JPN004,JPN004056
JPN,JP,Japan,Ehime,Tanbaratyoo,JPN004,JPN004057
JPN,JP,Japan,Ehime,Tobetyoo,JPN004,JPN004058
JPN,JP,Japan,Ehime,Tooyosi,JPN004,JPN004059
