ISO_A3,ISO_A2,NAM_0,NAM_1,NAM_2,COD_1,COD_2
IDN,"ID",Indonesia,Bengkulu,Muko Muko,IDN007,IDN007008
IDN,"ID",Indonesia,Bengkulu,Rejang Lebong,IDN007,IDN007009
IDN,"ID",Indonesia,Bengkulu,Seluma,IDN007,IDN007010
IDN,"ID",Indonesia,DKI Jakarta,Adm. Kep. Seribu,IDN011,IDN011001
IDN,"ID",Indonesia,DKI Jakarta,Kota Adm. Jakarta Barat,IDN011,IDN011002
IDN,"ID",Indonesia,DKI Jakarta,Kota Adm. Jakarta Pusat,IDN011,IDN011003
IDN,"ID",Indonesia,DKI Jakarta,Kota Adm. Jakarta Selatan,IDN011,IDN011004
IDN,"ID",Indonesia,DKI Jakarta,Kota Adm. Jakarta Timur,IDN011,IDN011005
IDN,"ID",Indonesia,DKI Jakarta,Kota Adm. Jakarta Utara,IDN011,IDN011006
IDN,"ID",Indonesia,Jambi,Batanghari,IDN005,IDN005001
IDN,"ID",Indonesia,Jambi,Bungo,IDN005,IDN005002
IDN,"ID",Indonesia,Jambi,Kerinci,IDN005,IDN005003
IDN,"ID",Indonesia,Jambi,Kota Jambi,IDN005,IDN005004
IDN,"ID",Indonesia,Jambi,Kota Sungai Penuh,IDN005,IDN005005
IDN,"ID",Indonesia,Jambi,Merangin,IDN005,IDN005006
IDN,"ID",Indonesia,Jambi,Muaro Jambi,IDN005,IDN005007
IDN,"ID",Indonesia,Jambi,Sarolangun,IDN005,IDN005008
IDN,"ID",Indonesia,Jambi,Tanjung Jabung Barat,IDN005,IDN005009
IDN,"ID",Indonesia,Jambi,Tanjung Jabung Timur,IDN005,IDN005010
IDN,"ID",Indonesia,Jambi,Tebo,IDN005,IDN005011
IDN,"ID",Indonesia,Jawa Barat,Bandung,IDN012,IDN012001
IDN,"ID",Indonesia,Jawa Barat,Bandung Barat,IDN012,IDN012002
IDN,"ID",Indonesia,Jawa Barat,Bekasi,IDN012,IDN012003
IDN,"ID",Indonesia,Jawa Barat,Bogor,IDN012,IDN012004
IDN,"ID",Indonesia,Jawa Barat,Ciamis,IDN012,IDN012005
IDN,"ID",Indonesia,Jawa Barat,Cianjur,IDN012,IDN012006
IDN,"ID",Indonesia,Jawa Barat,Cirebon,IDN012,IDN012007
IDN,"ID",Indonesia,Jawa Barat,Garut,IDN012,IDN012008
IDN,"ID",Indonesia,Jawa Barat,Indramayu,IDN012,IDN012009
IDN,"ID",Indonesia,Jawa Barat,Karawang,IDN012,IDN012010
IDN,"ID",Indonesia,Jawa Barat,Kota Bandung,IDN012,IDN012011
IDN,"ID",Indonesia,Jawa Barat,Kota Banjar,IDN012,IDN012012
IDN,"ID",Indonesia,Jawa Barat,Kota Bekasi,IDN012,IDN012013
IDN,"ID",Indonesia,Jawa Barat,Kota Bogor,IDN012,IDN012014
IDN,"ID",Indonesia,Jawa Barat,Kota Cimahi,IDN012,IDN012015
IDN,"ID",Indonesia,Jawa Barat,Kota Cirebon,IDN012,IDN012016
IDN,"ID",Indonesia,Jawa Barat,Kota Depok,IDN012,IDN012017
IDN,"ID",Indonesia,Jawa Barat,Kota Sukabumi,IDN012,IDN012018
IDN,"ID",Indonesia,Jawa Barat,Kota Tasikmalaya,IDN012,IDN012019
IDN,"ID",Indonesia,Jawa Barat,Kuningan,IDN012,IDN012020
IDN,"ID",Indonesia,Jawa Barat,Majalengka,IDN012,IDN012021
IDN,"ID",Indonesia,Jawa Barat,Pangandaran,IDN012,IDN012022
IDN,"ID",Indonesia,Jawa Barat,Purwakarta,IDN012,IDN012023
IDN,"ID",Indonesia,Jawa Barat,Subang,IDN012,IDN012024
IDN,"ID",Indonesia,Jawa Barat,Sukabumi,IDN012,IDN012025
IDN,"ID",Indonesia,Jawa Barat,Sumedang,IDN012,IDN012026
IDN,"ID",Indonesia,Jawa Barat,Tasikmalaya,IDN012,IDN012027
IDN,"ID",Indonesia,Jawa Tengah,Brebes,IDN013,IDN013006
IDN,"ID",Indonesia,Jawa Tengah,Cilacap,IDN013,IDN013007
IDN,"ID",Indonesia,Jawa Tengah,Kota Tegal,IDN013,IDN013020
IDN,"ID",Indonesia,Jawa Tengah,Tegal,IDN013,IDN013032
IDN,"ID",Indonesia,Jawa Timur,Bangkalan,IDN015,IDN015001
IDN,"ID",Indonesia,Jawa Timur,Banyuwangi,IDN015,IDN015002
IDN,"ID",Indonesia,Jawa Timur,Bondowoso,IDN015,IDN015005
IDN,"ID",Indonesia,Jawa Timur,Jember,IDN015,IDN015007
IDN,"ID",Indonesia,Jawa Timur,Kota Pasuruan,IDN015,IDN015016
IDN,"ID",Indonesia,Jawa Timur,Kota Probolinggo,IDN015,IDN015017
IDN,"ID",Indonesia,Jawa Timur,Lumajang,IDN015,IDN015020
IDN,"ID",Indonesia,Jawa Timur,Pamekasan,IDN015,IDN015028
IDN,"ID",Indonesia,Jawa Timur,Pasuruan,IDN015,IDN015029
IDN,"ID",Indonesia,Jawa Timur,Probolinggo,IDN015,IDN015031
IDN,"ID",Indonesia,Jawa Timur,Sampang,IDN015,IDN015032
IDN,"ID",Indonesia,Jawa Timur,Situbondo,IDN015,IDN015034
IDN,"ID",Indonesia,Jawa Timur,Sumenep,IDN015,IDN015035
IDN,"ID",Indonesia,Kalimantan Barat,Bengkayang,IDN020,IDN020001
IDN,"ID",Indonesia,Kalimantan Barat,Kayong Utara,IDN020,IDN020003
IDN,"ID",Indonesia,Kalimantan Barat,Ketapang,IDN020,IDN020004
IDN,"ID",Indonesia,Kalimantan Barat,Kota Pontianak,IDN020,IDN020005
IDN,"ID",Indonesia,Kalimantan Barat,Kota Singkawang,IDN020,IDN020006
IDN,"ID",Indonesia,Kalimantan Barat,Kubu Raya,IDN020,IDN020007
IDN,"ID",Indonesia,Kalimantan Barat,Landak,IDN020,IDN020008
IDN,"ID",Indonesia,Kalimantan Barat,Mempawah,IDN020,IDN020010
IDN,"ID",Indonesia,Kalimantan Barat,Sambas,IDN020,IDN020011
IDN,"ID",Indonesia,Kepulauan Bangka Belitung,Bangka,IDN009,IDN009001
IDN,"ID",Indonesia,Kepulauan Bangka Belitung,Bangka Barat,IDN009,IDN009002
IDN,"ID",Indonesia,Kepulauan Bangka Belitung,Bangka Selatan,IDN009,IDN009003
IDN,"ID",Indonesia,Kepulauan Bangka Belitung,Bangka Tengah,IDN009,IDN009004
IDN,"ID",Indonesia,Kepulauan Bangka Belitung,Belitung,IDN009,IDN009005
IDN,"ID",Indonesia,Kepulauan Bangka Belitung,Belitung Timur,IDN009,IDN009006
IDN,"ID",Indonesia,Kepulauan Bangka Belitung,Kota Pangkal Pinang,IDN009,IDN009007
IDN,"ID",Indonesia,Kepulauan Riau,Bintan,IDN010,IDN010001
IDN,"ID",Indonesia,Kepulauan Riau,Karimun,IDN010,IDN010002
IDN,"ID",Indonesia,Kepulauan Riau,Kepulauan Anambas,IDN010,IDN010003
IDN,"ID",Indonesia,Kepulauan Riau,Kota Batam,IDN010,IDN010004
IDN,"ID",Indonesia,Kepulauan Riau,Kota Tanjung Pinang,IDN010,IDN010005
IDN,"ID",Indonesia,Kepulauan Riau,Lingga,IDN010,IDN010006
IDN,"ID",Indonesia,Kepulauan Riau,Natuna,IDN010,IDN010007
IDN,"ID",Indonesia,Lampung,Kota Bandar Lampung,IDN008,IDN008001
IDN,"ID",Indonesia,Lampung,Kota Metro,IDN008,IDN008002
IDN,"ID",Indonesia,Lampung,Lampung Barat,IDN008,IDN008003
IDN,"ID",Indonesia,Lampung,Lampung Selatan,IDN008,IDN008004
IDN,"ID",Indonesia,Lampung,Lampung Tengah,IDN008,IDN008005
IDN,"ID",Indonesia,Lampung,Lampung Timur,IDN008,IDN008006
IDN,"ID",Indonesia,Lampung,Lampung Utara,IDN008,IDN008007
IDN,"ID",Indonesia,Lampung,Mesuji,IDN008,IDN008008
IDN,"ID",Indonesia,Lampung,Pesawaran,IDN008,IDN008009
IDN,"ID",Indonesia,Lampung,Pesisir Barat,IDN008,IDN008010
IDN,"ID",Indonesia,Lampung,Pringsewu,IDN008,IDN008011
IDN,"ID",Indonesia,Lampung,Tanggamus,IDN008,IDN008012
IDN,"ID",Indonesia,Lampung,Tulang Bawang,IDN008,IDN008013
IDN,"ID",Indonesia,Lampung,Tulang Bawang Barat,IDN008,IDN008014
IDN,"ID",Indonesia,Lampung,Way Kanan,IDN008,IDN008015
IDN,"ID",Indonesia,Maluku,Kepulauan Aru,IDN031,IDN031003
IDN,"ID",Indonesia,Maluku,Kepulauan Tanimbar,IDN031,IDN031004
IDN,"ID",Indonesia,Maluku,Kota Tual,IDN031,IDN031006
IDN,"ID",Indonesia,Maluku,Maluku Barat Daya,IDN031,IDN031007
IDN,"ID",Indonesia,Maluku,Maluku Tenggara,IDN031,IDN031009
IDN,"ID",Indonesia,Nusa Tenggara Barat,Bima,IDN018,IDN018001
IDN,"ID",Indonesia,Nusa Tenggara Barat,Dompu,IDN018,IDN018002
IDN,"ID",Indonesia,Nusa Tenggara Barat,Kota Bima,IDN018,IDN018003
IDN,"ID",Indonesia,Nusa Tenggara Barat,Kota Mataram,IDN018,IDN018004
IDN,"ID",Indonesia,Nusa Tenggara Barat,Lombok Barat,IDN018,IDN018005
IDN,"ID",Indonesia,Nusa Tenggara Barat,Lombok Tengah,IDN018,IDN018006
IDN,"ID",Indonesia,Nusa Tenggara Barat,Lombok Timur,IDN018,IDN018007
IDN,"ID",Indonesia,Nusa Tenggara Barat,Lombok Utara,IDN018,IDN018008
IDN,"ID",Indonesia,Nusa Tenggara Barat,Sumbawa,IDN018,IDN018009
IDN,"ID",Indonesia,Nusa Tenggara Barat,Sumbawa Barat,IDN018,IDN018010
IDN,"ID",Indonesia,Nusa Tenggara Timur,Kota Kupang,IDN019,IDN019005
IDN,"ID",Indonesia,Nusa Tenggara Timur,Kupang,IDN019,IDN019006
IDN,"ID",Indonesia,Nusa Tenggara Timur,Malaka,IDN019,IDN019008
IDN,"ID",Indonesia,Nusa Tenggara Timur,Manggarai,IDN019,IDN019009
IDN,"ID",Indonesia,Nusa Tenggara Timur,Manggarai Barat,IDN019,IDN019010
IDN,"ID",Indonesia,Nusa Tenggara Timur,Manggarai Timur,IDN019,IDN019011
IDN,"ID",Indonesia,Nusa Tenggara Timur,Nagekeo,IDN019,IDN019012
IDN,"ID",Indonesia,Nusa Tenggara Timur,Rote Ndao,IDN019,IDN019014
IDN,"ID",Indonesia,Nusa Tenggara Timur,Sabu Raijua,IDN019,IDN019015
IDN,"ID",Indonesia,Nusa Tenggara Timur,Sumba Barat,IDN019,IDN019017
IDN,"ID",Indonesia,Nusa Tenggara Timur,Sumba Barat Daya,IDN019,IDN019018
IDN,"ID",Indonesia,Nusa Tenggara Timur,Sumba Tengah,IDN019,IDN019019
IDN,"ID",Indonesia,Nusa Tenggara Timur,Sumba Timur,IDN019,IDN019020
IDN,"ID",Indonesia,Nusa Tenggara Timur,Timor Tengah Selatan,IDN019,IDN019021
IDN,"ID",Indonesia,Papua,Biak Numfor,IDN033,IDN033001
IDN,"ID",Indonesia,Papua,Kepulauan Yapen,IDN033,IDN033004
IDN,"ID",Indonesia,Papua,Mamberamo Raya,IDN033,IDN033007
IDN,"ID",Indonesia,Papua,Supiori,IDN033,IDN033009
IDN,"ID",Indonesia,Papua,Waropen,IDN033,IDN033010
IDN,"ID",Indonesia,Papua Barat,Kaimana,IDN035,IDN035002
IDN,"ID",Indonesia,Papua Barat,Manokwari,IDN035,IDN035003
IDN,"ID",Indonesia,Papua Barat,Manokwari Selatan,IDN035,IDN035004
IDN,"ID",Indonesia,Papua Barat,Teluk Wondama,IDN035,IDN035007
IDN,"ID",Indonesia,Papua Pegunungan,Lanny Jaya,IDN038,IDN038002
IDN,"ID",Indonesia,Papua Selatan,Asmat,IDN036,IDN036001
IDN,"ID",Indonesia,Papua Selatan,Boven Digoel,IDN036,IDN036002
IDN,"ID",Indonesia,Papua Selatan,Mappi,IDN036,IDN036003
IDN,"ID",Indonesia,Papua Selatan,Merauke,IDN036,IDN036004
IDN,"ID",Indonesia,Papua Tengah,Deiyai,IDN037,IDN037002
IDN,"ID",Indonesia,Papua Tengah,Deiyai,IDN037,IDN037001
IDN,"ID",Indonesia,Papua Tengah,Dogiyai,IDN037,IDN037003
IDN,"ID",Indonesia,Papua Tengah,Intan Jaya,IDN037,IDN037004
IDN,"ID",Indonesia,Papua Tengah,Mimika,IDN037,IDN037005
IDN,"ID",Indonesia,Papua Tengah,Nabire,IDN037,IDN037007
IDN,"ID",Indonesia,Papua Tengah,Nabire,IDN037,IDN037006
IDN,"ID",Indonesia,Papua Tengah,Paniai,IDN037,IDN037009
IDN,"ID",Indonesia,Papua Tengah,Paniai,IDN037,IDN037008
IDN,"ID",Indonesia,Papua Tengah,Puncak,IDN037,IDN037010
IDN,"ID",Indonesia,Papua Tengah,Puncak Jaya,IDN037,IDN037011
IDN,"ID",Indonesia,Riau,Bengkalis,IDN004,IDN004001
IDN,"ID",Indonesia,Riau,Indragiri Hilir,IDN004,IDN004002
IDN,"ID",Indonesia,Riau,Indragiri Hulu,IDN004,IDN004003
IDN,"ID",Indonesia,Riau,Kampar,IDN004,IDN004004
IDN,"ID",Indonesia,Riau,Kepulauan Meranti,IDN004,IDN004005
IDN,"ID",Indonesia,Riau,Kota Dumai,IDN004,IDN004006
IDN,"ID",Indonesia,Riau,Kota Pekanbaru,IDN004,IDN004007
IDN,"ID",Indonesia,Riau,Kuantan Singingi,IDN004,IDN004008
IDN,"ID",Indonesia,Riau,Pelalawan,IDN004,IDN004009
IDN,"ID",Indonesia,Riau,Rokan Hilir,IDN004,IDN004010
IDN,"ID",Indonesia,Riau,Rokan Hulu,IDN004,IDN004011
IDN,"ID",Indonesia,Riau,Siak,IDN004,IDN004012
IDN,"ID",Indonesia,Sulawesi Selatan,Bantaeng,IDN027,IDN027001
IDN,"ID",Indonesia,Sulawesi Selatan,Barru,IDN027,IDN027002
IDN,"ID",Indonesia,Sulawesi Selatan,Bone,IDN027,IDN027003
IDN,"ID",Indonesia,Sulawesi Selatan,Bulukumba,IDN027,IDN027004
IDN,"ID",Indonesia,Sulawesi Selatan,Gowa,IDN027,IDN027006
IDN,"ID",Indonesia,Sulawesi Selatan,Jeneponto,IDN027,IDN027007
IDN,"ID",Indonesia,Sulawesi Selatan,Kepulauan Selayar,IDN027,IDN027008
IDN,"ID",Indonesia,Sulawesi Selatan,Kota Makassar,IDN027,IDN027009
IDN,"ID",Indonesia,Sulawesi Selatan,Maros,IDN027,IDN027015
IDN,"ID",Indonesia,Sulawesi Selatan,Pangkajene dan Kepulauan,IDN027,IDN027016
IDN,"ID",Indonesia,Sulawesi Selatan,Sinjai,IDN027,IDN027019
IDN,"ID",Indonesia,Sulawesi Selatan,Takalar,IDN027,IDN027021
IDN,"ID",Indonesia,Sumatera Barat,Agam,IDN003,IDN003001
IDN,"ID",Indonesia,Sumatera Barat,Dharmasraya,IDN003,IDN003002
IDN,"ID",Indonesia,Sumatera Barat,Kepulauan Mentawai,IDN003,IDN003003
IDN,"ID",Indonesia,Sumatera Barat,Kota Bukittinggi,IDN003,IDN003004
IDN,"ID",Indonesia,Sumatera Barat,Kota Padang,IDN003,IDN003005
IDN,"ID",Indonesia,Sumatera Barat,Kota Padang Panjang,IDN003,IDN003006
IDN,"ID",Indonesia,Sumatera Barat,Kota Pariaman,IDN003,IDN003007
IDN,"ID",Indonesia,Sumatera Barat,Kota Payakumbuh,IDN003,IDN003008
IDN,"ID",Indonesia,Sumatera Barat,Kota Sawahlunto,IDN003,IDN003009
IDN,"ID",Indonesia,Sumatera Barat,Kota Solok,IDN003,IDN003010
IDN,"ID",Indonesia,Sumatera Barat,Lima Puluh Kota,IDN003,IDN003011
IDN,"ID",Indonesia,Sumatera Barat,Padang Pariaman,IDN003,IDN003012
IDN,"ID",Indonesia,Sumatera Barat,Pasaman,IDN003,IDN003013
IDN,"ID",Indonesia,Sumatera Barat,Pasaman Barat,IDN003,IDN003014
IDN,"ID",Indonesia,Sumatera Barat,Pesisir Selatan,IDN003,IDN003015
IDN,"ID",Indonesia,Sumatera Barat,Sijunjung,IDN003,IDN003016
IDN,"ID",Indonesia,Sumatera Barat,Solok,IDN003,IDN003017
IDN,"ID",Indonesia,Sumatera Barat,Solok Selatan,IDN003,IDN003018
IDN,"ID",Indonesia,Sumatera Barat,Tanah Datar,IDN003,IDN003019
IDN,"ID",Indonesia,Sumatera Selatan,Banyuasin,IDN006,IDN006001
IDN,"ID",Indonesia,Sumatera Selatan,Empat Lawang,IDN006,IDN006002
IDN,"ID",Indonesia,Sumatera Selatan,Kota Lubuk Linggau,IDN006,IDN006003
IDN,"ID",Indonesia,Sumatera Selatan,Kota Pagar Alam,IDN006,IDN006004
IDN,"ID",Indonesia,Sumatera Selatan,Kota Palembang,IDN006,IDN006005
IDN,"ID",Indonesia,Sumatera Selatan,Kota Prabumulih,IDN006,IDN006006
IDN,"ID",Indonesia,Sumatera Selatan,Lahat,IDN006,IDN006007
IDN,"ID",Indonesia,Sumatera Selatan,Muara Enim,IDN006,IDN006008
IDN,"ID",Indonesia,Sumatera Selatan,Musi Banyuasin,IDN006,IDN006009
IDN,"ID",Indonesia,Sumatera Selatan,Musi Rawas,IDN006,IDN006010
IDN,"ID",Indonesia,Sumatera Selatan,Musi Rawas Utara,IDN006,IDN006011
IDN,"ID",Indonesia,Sumatera Selatan,Ogan Ilir,IDN006,IDN006012
IDN,"ID",Indonesia,Sumatera Selatan,Ogan Komering Ilir,IDN006,IDN006013
IDN,"ID",Indonesia,Sumatera Selatan,Ogan Komering Ulu,IDN006,IDN006014
IDN,"ID",Indonesia,Sumatera Selatan,Ogan Komering Ulu Selatan,IDN006,IDN006015
IDN,"ID",Indonesia,Sumatera Selatan,Ogan Komering Ulu Timur,IDN006,IDN006016
IDN,"ID",Indonesia,Sumatera Selatan,Penukal Abab Lematang Ilir,IDN006,IDN006017
IDN,"ID",Indonesia,Sumatera Utara,Asahan,IDN002,IDN002001
IDN,"ID",Indonesia,Sumatera Utara,Deli Serdang,IDN002,IDN002004
IDN,"ID",Indonesia,Sumatera Utara,Kota Binjai,IDN002,IDN002007
IDN,"ID",Indonesia,Sumatera Utara,Kota Medan,IDN002,IDN002009
IDN,"ID",Indonesia,Sumatera Utara,Kota Tanjung Balai,IDN002,IDN002013
IDN,"ID",Indonesia,Sumatera Utara,Labuhanbatu,IDN002,IDN002015
IDN,"ID",Indonesia,Sumatera Utara,Labuhanbatu Selatan,IDN002,IDN002016
IDN,"ID",Indonesia,Sumatera Utara,Labuhanbatu Utara,IDN002,IDN002017
IDN,"ID",Indonesia,Sumatera Utara,Langkat,IDN002,IDN002018
IDN,"ID",Indonesia,Sumatera Utara,Mandailing Natal,IDN002,IDN002019
IDN,"ID",Indonesia,Sumatera Utara,Nias Barat,IDN002,IDN002021
IDN,"ID",Indonesia,Sumatera Utara,Nias Selatan,IDN002,IDN002022
IDN,"ID",Indonesia,Sumatera Utara,Padang Lawas,IDN002,IDN002024
IDN,"ID",Indonesia,Sumatera Utara,Padang Lawas Utara,IDN002,IDN002025
IDN,"ID",Indonesia,Sumatera Utara,Serdang Bedagai,IDN002,IDN002028
KNA,KN,Saint Kitts and Nevis,Saint Anne Sandy Point,Administrative unit not available,KNA002,KNA002001
KNA,KN,Saint Kitts and Nevis,Christ Church Nichola Town,Administrative unit not available,KNA001,KNA001001
KNA,KN,Saint Kitts and Nevis,Saint George Basseterre,Administrative unit not available,KNA003,KNA003001
KNA,KN,Saint Kitts and Nevis,Saint George Gingerland,Administrative unit not available,KNA004,KNA004001
KNA,KN,Saint Kitts and Nevis,Saint John Capisterre,Administrative unit not available,KNA006,KNA006001
KNA,KN,Saint Kitts and Nevis,Saint John Figtree,Administrative unit not available,KNA007,KNA007001
KNA,KN,Saint Kitts and Nevis,Saint James Windward,Administrative unit not available,KNA005,KNA005001
KNA,KN,Saint Kitts and Nevis,Saint Mary Cayon,Administrative unit not available,KNA008,KNA008001
KNA,KN,Saint Kitts and Nevis,Saint Peter Basseterre,Administrative unit not available,KNA011,KNA011001
KNA,KN,Saint Kitts and Nevis,Saint Paul Charlestown,Administrative unit not available,KNA010,KNA010001
KNA,KN,Saint Kitts and Nevis,Saint Paul Capisterre,Administrative unit not available,KNA009,KNA009001
KNA,KN,Saint Kitts and Nevis,Saint Thomas Lowland,Administrative unit not available,KNA012,KNA012001
KNA,KN,Saint Kitts and Nevis,Saint Thomas Middle Island,Administrative unit not available,KNA013,KNA013001
KNA,KN,Saint Kitts and Nevis,Trinity Palmetto Point,Administrative unit not available,KNA014,KNA014001
LCA,LC,Saint Lucia,Area Under National Administra,Administrative unit not available,LCA001,LCA001001
LCA,LC,Saint Lucia,Region Number 1,Administrative unit not available,LCA002,LCA002001
LCA,LC,Saint Lucia,Region Number 2,Administrative unit not available,LCA003,LCA003001
LCA,LC,Saint Lucia,Region Number 3,Administrative unit not available,LCA004,LCA004001
LCA,LC,Saint Lucia,Region Number 4,Administrative unit not available,LCA005,LCA005001
LCA,LC,Saint Lucia,Region Number 5,Administrative unit not available,LCA006,LCA006001
LCA,LC,Saint Lucia,Region Number 6,Administrative unit not available,LCA007,LCA007001
LCA,LC,Saint Lucia,Region Number 7,Administrative unit not available,LCA008,LCA008001
LCA,LC,Saint Lucia,Region Number 8,Administrative unit not available,LCA009,LCA009001
MAF,MF,Saint-Martin [FRA],Saint-Martin,Administrative unit not available,MAF001,MAF001001
MHL,MH,Marshall Islands,Administrative unit not available,Administrative unit not available,MHL001,MHL001001
MSR,MS,Montserrat (U.K.),Brodericks,Administrative unit not available,MSR001,MSR001001
MSR,MS,Montserrat (U.K.),Central,Administrative unit not available,MSR002,MSR002001
MSR,MS,Montserrat (U.K.),East,Administrative unit not available,MSR003,MSR003001
MSR,MS,Montserrat (U.K.),North,Administrative unit not available,MSR004,MSR004001
MSR,MS,Montserrat (U.K.),Plymouth,Administrative unit not available,MSR005,MSR005001
MSR,MS,Montserrat (U.K.),Salem,Administrative unit not available,MSR006,MSR006001
MSR,MS,Montserrat (U.K.),South,Administrative unit not available,MSR007,MSR007001
MTQ,MQ,Martinique [FRA],Fort-de-France,Administrative unit not available,MTQ001,MTQ001001
MTQ,MQ,Martinique [FRA],Le Marin,Administrative unit not available,MTQ001,MTQ001003
MTQ,MQ,Martinique [FRA],Saint-Pierre,Administrative unit not available,MTQ001,MTQ001004
MTQ,MQ,Martinique [FRA],La Trinite,Administrative unit not available,MTQ001,MTQ001002
MYS,MY,Malaysia,Johor,Kota Tinggi,MYS001,MYS001004
MYS,MY,Malaysia,Johor,Mersing,MYS001,MYS001005
MYS,MY,Malaysia,Kedah,Name Unknown,MYS002,MYS002007
MYS,MY,Malaysia,Kuala Lumpur,Kuala Lumpur,MYS004,MYS004001
MYS,MY,Malaysia,Melaka,Alur Gajah,MYS006,MYS006001
MYS,MY,Malaysia,Negeri Sembilan,Port Dickson,MYS007,MYS007004
MYS,MY,Malaysia,Negeri Sembilan,Seremban,MYS007,MYS007006
MYS,MY,Malaysia,Perlis,Langkawi,MYS010,MYS010001
MYS,MY,Malaysia,Sarawak,Bau,MYS013,MYS013001
MYS,MY,Malaysia,Sarawak,Kuching,MYS013,MYS013010
MYS,MY,Malaysia,Sarawak,Lundu,MYS013,MYS013014
MYS,MY,Malaysia,Selangor,Gombak,MYS014,MYS014001
MYS,MY,Malaysia,Selangor,Kelang,MYS014,MYS014003
MYS,MY,Malaysia,Selangor,Kuala Langat,MYS014,MYS014004
MYS,MY,Malaysia,Selangor,Petaling,MYS014,MYS014006
MYS,MY,Malaysia,Selangor,Sepang,MYS014,MYS014008
MYS,MY,Malaysia,Selangor,Ulu Langat,MYS014,MYS014009
NCL,NC,New Caledonia [FRA],New Caledonia,Administrative unit not available,NCL001,NCL001001
NRU,NR,Nauru,Administrative unit not available,Administrative unit not available,NRU001,NRU001001
PNG,PG,Papua New Guinea,Central,Abau,PNG002,PNG002001
PNG,PG,Papua New Guinea,Central,Goilala,PNG002,PNG002002
PNG,PG,Papua New Guinea,Central,Kairuku-Hiri,PNG002,PNG002003
PNG,PG,Papua New Guinea,Central,Rigo,PNG002,PNG002004
PNG,PG,Papua New Guinea,East New Britain,Gazelle,PNG004,PNG004001
PNG,PG,Papua New Guinea,East New Britain,Kokopo,PNG004,PNG004002
PNG,PG,Papua New Guinea,East New Britain,Pomio,PNG004,PNG004003
PNG,PG,Papua New Guinea,East New Britain,Rabaul,PNG004,PNG004004
PNG,PG,Papua New Guinea,Gulf,Kikori,PNG008,PNG008002
PNG,PG,Papua New Guinea,Gulf,Kerema,PNG008,PNG008001
PNG,PG,Papua New Guinea,Milne Bay,Alotau,PNG013,PNG013001
PNG,PG,Papua New Guinea,Milne Bay,Esa'ala,PNG013,PNG013002
PNG,PG,Papua New Guinea,Milne Bay,Kiriwina-Goodenough,PNG013,PNG013003
PNG,PG,Papua New Guinea,Milne Bay,Samarai-Murua,PNG013,PNG013004
PNG,PG,Papua New Guinea,Morobe,Bulolo,PNG014,PNG014001
PNG,PG,Papua New Guinea,Morobe,Finschhafen,PNG014,PNG014002
PNG,PG,Papua New Guinea,Morobe,Lae,PNG014,PNG014005
PNG,PG,Papua New Guinea,Morobe,Tewae-Siassi,PNG014,PNG014009
PNG,PG,Papua New Guinea,National Capital District,National Capital District,PNG015,PNG015001
PNG,PG,Papua New Guinea,New Ireland,Kavieng,PNG016,PNG016001
PNG,PG,Papua New Guinea,New Ireland,Namatanai,PNG016,PNG016002
PNG,PG,Papua New Guinea,Northern,Sohe,PNG017,PNG017002
PNG,PG,Papua New Guinea,Northern,Ijivitari,PNG017,PNG017001
PNG,PG,Papua New Guinea,Bougainville,North Bougainville,PNG001,PNG001002
PNG,PG,Papua New Guinea,Bougainville,South Bougainville,PNG001,PNG001003
PNG,PG,Papua New Guinea,Bougainville,Central Bougainville,PNG001,PNG001001
PNG,PG,Papua New Guinea,Western,North Fly,PNG021,PNG021002
PNG,PG,Papua New Guinea,West New Britain,Kandrian-Gloucester,PNG020,PNG020001
PNG,PG,Papua New Guinea,West New Britain,Talasea,PNG020,PNG020002
PRI,PR,Puerto Rico (U.S.),Bayamon,Canovanas Municipio,PRI003,PRI003002
PRI,PR,Puerto Rico (U.S.),Bayamon,Catano Municipio,PRI003,PRI003004
PRI,PR,Puerto Rico (U.S.),Bayamon,Guaynabo Municipio,PRI003,PRI003006
PRI,PR,Puerto Rico (U.S.),Bayamon,Trujillo Alto Municipio,PRI003,PRI003010
PRI,PR,Puerto Rico (U.S.),Guayama,Aguas Buenas Municipio,PRI004,PRI004001
PRI,PR,Puerto Rico (U.S.),Guayama,Arroyo Municipio,PRI004,PRI004003
PRI,PR,Puerto Rico (U.S.),Guayama,Caguas Municipio,PRI004,PRI004005
PRI,PR,Puerto Rico (U.S.),Guayama,Cayey Municipio,PRI004,PRI004006
PRI,PR,Puerto Rico (U.S.),Guayama,Guayama Municipio,PRI004,PRI004009
PRI,PR,Puerto Rico (U.S.),Guayama,Maunabo Municipio,PRI004,PRI004010
PRI,PR,Puerto Rico (U.S.),Guayama,Patillas Municipio,PRI004,PRI004011
PRI,PR,Puerto Rico (U.S.),Guayama,Yabucoa Municipio,PRI004,PRI004013
PRI,PR,Puerto Rico (U.S.),Humacao,Ceiba Municipio,PRI005,PRI005001
PRI,PR,Puerto Rico (U.S.),Humacao,Culebra Municipio,PRI005,PRI005002
PRI,PR,Puerto Rico (U.S.),Humacao,Fajardo Municipio,PRI005,PRI005003
PRI,PR,Puerto Rico (U.S.),Humacao,Gurabo Municipio,PRI005,PRI005004
PRI,PR,Puerto Rico (U.S.),Humacao,Humacao Municipio,PRI005,PRI005005
